counter,county,state,address_cross,latitude,longitude,match_score,GEOID
23160,El Paso,TX,LAKE ERIE DR/LAKE OMEGA ST,31.771069,-106.301607,6,481410103261
23161,El Paso,TX,LAKE ERIE DR/LEE BLVD,31.77200599999999,-106.2907957,6,481410103262
23162,El Paso,TX,LAKE ERIE DR/RUFUS BRIJALBA DR,31.7728162,-106.28756,6,481410103262
23163,El Paso,TX,LAKE ERIE DR/SAM WARD PL,31.7720092,-106.288856,6,481410103262
23164,El Paso,TX,LAKE ERIE DR/TRAWOOD DR,31.7711282,-106.2967353,6,481410103263
23165,El Paso,TX,LAKE GENEVA DR/LAKE MICHIGAN DR,31.77778889999999,-106.295637,6,481410103271
23166,El Paso,TX,LAKE GENEVA DR/LAKE SPIER DR,31.777668,-106.297859,6,481410103271
23167,El Paso,TX,LAKE GENEVA DR/LAKE VICTORIA DR,31.77652999999999,-106.300772,6,481410103271
23168,El Paso,TX,LAKE HURON DR/LEE BLVD,31.7742577,-106.2921897,6,481410103262
23169,El Paso,TX,LAKE LOY DR/LAKE ERIE DR,31.7711365,-106.2990886,6,481410103261
23170,El Paso,TX,LAKE LOY DR/TRAWOOD DR,31.770419,-106.296731,6,481410103263
23171,El Paso,TX,LAKE M/PEBB,31.782486,-106.287103,6,481410103272
23172,El Paso,TX,LAKE MEAD PL/PEBBLE HILLS BLVD EB,31.7816182,-106.3048088,9,481410103171
23173,El Paso,TX,LAKE MICHIGAN DR/LAKE OZARKS DR,31.7762757,-106.2956202,6,481410103263
23174,El Paso,TX,LAKE MICHIGAN DR/LONG JOHN DR,31.7792708,-106.295549,6,481410103271
23175,El Paso,TX,LAKE MICHIGAN DR/NAPOLSKE CT,31.7804787,-106.2955195,6,481410103271
23176,El Paso,TX,LAKE MICHIGAN DR/OCEAN PARK ST,31.778858,-106.295638,6,481410103271
23177,El Paso,TX,LAKE MICHIGAN DR/PEBBLE HILLS BLVD EB,31.7802588,-106.2188029,9,481410103411
23178,El Paso,TX,LAKE MICHIGAN DR/ROBERT WYNN ST,31.777033,-106.2956268,6,481410103271
23179,El Paso,TX,LAKE NASSER DR/LAKE MICHIGAN DR,31.77853,-106.295644,6,481410103271
23180,El Paso,TX,LAKE NASSER DR/LAKE SPIER DR,31.778388,-106.2980808,6,481410103271
23181,El Paso,TX,LAKE NASSER DR/LAKE VICTORIA DR,31.777423,-106.300805,6,481410103271
23182,El Paso,TX,LAKE NEMI DR/TRAWOOD DR,31.7746259,-106.2973652,6,481410103263
23183,El Paso,TX,LAKE OM/MONTW,31.754933,-106.408463,9,481410036021
23184,El Paso,TX,LAKE OMEGA ST/BEACH FRONT DR,31.774197,-106.301639,6,481410103261
23185,El Paso,TX,LAKE OMEGA ST/EAST GLEN DR,31.771995,-106.301625,6,481410103261
23186,El Paso,TX,LAKE OMEGA ST/LAKE ERIE DR,31.771069,-106.301607,6,481410103261
23187,El Paso,TX,LAKE OMEGA ST/LONG JOHN DR,31.778322,-106.301683,6,481410103271
23188,El Paso,TX,LAKE OMEGA ST/MONTWOOD DR EB,0.0,0.0,0,
23189,El Paso,TX,LAKE OMEGA ST/MONTWOOD DR WB,0.0,0.0,0,
23190,El Paso,TX,LAKE OMEGA ST/ROBERT WYNN ST,31.775738,-106.301657,6,481410103261
23191,El Paso,TX,LAKE ONTARIO DR/CRATER LAKE AVE,31.772557,-106.300236,6,481410103261
23192,El Paso,TX,LAKE ONTARIO DR/TRAWOOD DR,31.7718426,-106.2967377,6,481410103263
23193,El Paso,TX,LAKE OZARKS DR/LAKE VICTORIA DR,31.77501599999999,-106.300296,6,481410103261
23194,El Paso,TX,LAKE POWELL PL/PEBBLE HILLS BLVD WB,31.781774,-106.285521,9,481410103272
23195,El Paso,TX,LAKE SPIER DR/DAVID CARRASCO DR,31.780486,-106.298249,6,481410103271
23196,El Paso,TX,LAKE SPIER DR/PEBBLE HILLS BLVD EB,0.0,0.0,0,
23197,El Paso,TX,LAKE SPIER DR/PEBBLE HILLS BLVD WB,0.0,0.0,0,
23198,El Paso,TX,LAKE SPIER DR/ROBERT WYNN ST,31.776935,-106.2976523,6,481410103271
23199,El Paso,TX,LAKE SUPERIOR LN/LEE BLVD,31.778099,-106.293573,6,481410103271
23200,El Paso,TX,LAKE SUPERIOR LN/ROBERT WYNN ST,31.77703199999999,-106.294753,6,481410103271
23201,El Paso,TX,LAKE TANA DR/TRAWOOD DR,31.7739629,-106.2969911,6,481410103263
23202,El Paso,TX,LAKE TRAVIS PL/PEBBLE HILLS BLVD WB,31.7802588,-106.2188029,9,481410103411
23203,El Paso,TX,LAKE VICTORIA DR/BEACH FRONT DR,31.774251,-106.300042,6,481410103261
23204,El Paso,TX,LAKE VICTORIA DR/CRATER LAKE AVE,31.772565,-106.29971,6,481410103261
23205,El Paso,TX,LAKE VICTORIA DR/DAVID CARRASCO DR,31.780488,-106.300839,6,481410103271
23206,El Paso,TX,LAKE VICTORIA DR/LAKE GENEVA DR,31.77652999999999,-106.300772,6,481410103271
23207,El Paso,TX,LAKE VICTORIA DR/LAKE NEMI DR,31.773348,-106.299753,6,481410103261
23208,El Paso,TX,LAKE VICTORIA DR/LAKE ONEIDA CT,31.77974,-106.300827,6,481410103271
23209,El Paso,TX,LAKE VICTORIA DR/LAKE OZARKS DR,31.77501599999999,-106.300296,6,481410103261
23210,El Paso,TX,LAKE VICTORIA DR/ROBERT WYNN ST,31.775799,-106.300569,6,481410103261
23211,El Paso,TX,LAKEHURST RD/ARREDONDO DR,31.8541571,-106.5640533,6,481410011071
23212,El Paso,TX,LAKEHURST RD/BELVIDERE ST,31.8494669,-106.5571016,6,481410011071
23213,El Paso,TX,LAKEHURST RD/CASCADE LN,31.8572624,-106.5665982,6,481410012022
23214,El Paso,TX,LAKEHURST RD/CENTENNIAL DR,31.8602302,-106.5690262,6,481410012022
23215,El Paso,TX,LAKEHURST RD/DERRICKSON DR,31.8557456,-106.5653638,6,481410012022
23216,El Paso,TX,LAKEHURST RD/DORSEY DR,31.8498523,-106.5605475,6,481410012021
23217,El Paso,TX,LAKEHURST RD/HEMPSTEAD DR,31.8508899,-106.5610804,6,481410011071
23218,El Paso,TX,LAKEHURST RD/MARTHA GALE DR,31.8530628,-106.5627429,6,481410012021
23219,El Paso,TX,LAKEHURST RD/MARY STUART DR,31.8494831,-106.558085,6,481410011123
23220,El Paso,TX,LAKEHURST RD/RINGOLD RD,31.8593527,-106.5683182,6,481410012022
23221,El Paso,TX,LAKEHURST RD/THORN AVE,31.8579359,-106.5671461,6,481410012022
23222,El Paso,TX,LAKEHURST RD/WOODCREST LN,31.8565603,-106.5660213,6,481410012022
23223,El Paso,TX,LAKEHURST RD/WOODLARK PL,31.85510369999999,-106.5648489,6,481410012021
23224,El Paso,TX,LAKESHORE DR/LAKEWAY DR,31.8506764,-106.6136814,6,481410102192
23225,El Paso,TX,LAKEWOOD AVE/N YARBROUGH DR NB,0.0,0.0,0,
23226,El Paso,TX,LAKEWOOD AVE/QUEZADA AVE,31.763074,-106.332312,6,481410043123
23227,El Paso,TX,LAKEWOOD AVE/TRAWOOD DR,31.765619,-106.332338,6,481410043123
23228,El Paso,TX,LAKEWOOD AVE/VISTA DE ORO DR,31.75815,-106.336411,6,481410043122
23229,El Paso,TX,LAKEWOOD AVE/VISTA LOMAS DR,31.759403,-106.333123,6,481410043123
23230,El Paso,TX,LAKOTA ROCK CT/SNOWY ROCK PL,31.7784603,-106.2266303,6,481410103411
23231,El Paso,TX,LAKOTA ROCK CT/STONE ROCK ST,31.7784665,-106.2275282,6,481410103411
23232,El Paso,TX,LAMAR ST/BLISS AVE,31.787724,-106.4465448,6,481410025005
23233,El Paso,TX,LAMAR ST/CLIFTON AVE,31.785692,-106.446525,6,481410025001
23234,El Paso,TX,LAMAR ST/E YANDELL DR,31.781629,-106.446559,6,481410026002
23235,El Paso,TX,LAMAR ST/HUECO AVE,31.7867044,-106.4465415,6,481410025005
23236,El Paso,TX,LAMAR ST/LA LUZ AVE,31.7846858,-106.4465324,6,481410025001
23237,El Paso,TX,LAMAR ST/MONTANA AVE,31.783656,-106.446542,6,481410026002
23238,El Paso,TX,LAMAR ST/TROWBRIDGE AVE,31.788756,-106.446537,6,481410025005
23239,El Paso,TX,LAMAR ST/TULAROSA AVE,31.78263999999999,-106.44655,6,481410026002
23240,El Paso,TX,LAMAR/MONATANA,31.783656,-106.446542,6,481410026002
23241,El Paso,TX,LAMBDA DR/SAGITTARIUS AVE,31.914596,-106.427359,6,481410001062
23242,El Paso,TX,LAMPLITER PL/BALLYMOTE DR,31.786944,-106.336615,6,481410043113
23243,El Paso,TX,LANA PL/SARAH ANNE AVE,31.92136,-106.41575,6,481410001074
23244,El Paso,TX,LANCASTER DR/ELGIN DR,31.699065,-106.314915,6,481410040041
23245,El Paso,TX,LANCASTER DR/ENFIELD WAY,31.698107,-106.316166,6,481410040041
23246,El Paso,TX,LANCASTER DR/NORTH LOOP DR EB,31.738884,-106.3631546,9,481410035022
23247,El Paso,TX,LANCASTER DR/NORWICH WAY,31.698582,-106.315545,6,481410040041
23248,El Paso,TX,LANCASTER DR/NOTTINGHAM DR,31.6968194,-106.3178883,6,481410040041
23249,El Paso,TX,LANCASTER DR/PLYMOUTH DR,31.697287,-106.317244,6,481410040041
23250,El Paso,TX,LANCER WAY/BEAUMONT PL,31.8246242,-106.5256303,6,481410011142
23251,El Paso,TX,LANCER WAY/FREMONT LN,31.8234315,-106.5267458,6,481410011142
23252,El Paso,TX,LAND RUSH ST/NORTHERN PASS DR NB,0.0,0.0,0,
23253,El Paso,TX,LAND RUSH/NORTHWE,0.0,0.0,0,
23254,El Paso,TX,LANDGREN DR/INGLEWOOD DR,31.678049,-106.302693,6,481410040022
23255,El Paso,TX,LANDGREN DR/JOSEPH ST,31.678951,-106.301342,6,481410040022
23256,El Paso,TX,LANDON WAY/ALAMEDA AVE,31.71564099999999,-106.35052,6,481410038042
23257,El Paso,TX,LANDON WAY/KEENEY CT,31.716459,-106.348744,6,481410038041
23258,El Paso,TX,LANDON WAY/ROSEWAY DR,31.7156949,-106.3503792,6,481410038041
23259,El Paso,TX,LANDRY MCKEE LN/IBERIA RD,31.694028,-106.300711,6,481410040032
23260,El Paso,TX,LANGTRY ST/E MISSOURI AVE,31.7700201,-106.476925,6,481410022025
23261,El Paso,TX,LANGTRY ST/E WYOMING AVE,31.770716,-106.477525,6,481410022025
23262,El Paso,TX,LANGTRY ST/E YANDELL DR,31.771437,-106.478173,6,481410022025
23263,El Paso,TX,LANGTRY ST/MONTANA AVE,31.772161,-106.478813,6,481410022025
23264,El Paso,TX,LANGTRY ST/TEXAS AVE,31.76708559999999,-106.4743333,6,481410021001
23265,El Paso,TX,LANKMOORE AVE/MAGNETIC DR NB,31.772346,-106.433901,9,481410030002
23266,El Paso,TX,LANTANA PL/EAST VITEX CIR,31.7985566,-106.2796756,6,481410103254
23267,El Paso,TX,LANZA DEL SOL LN/PARQUE DEL SOL DR,31.8812834,-106.5450127,6,481410102131
23268,El Paso,TX,LARAMIE CIR/PALOMINO ST,31.918192,-106.404232,6,481410001082
23269,El Paso,TX,LARAMIE CIR/PONDEROSA ST,31.916828,-106.405679,6,481410001082
23270,El Paso,TX,LARAMIE RIDGE LN/CIMARRON RIDGE DR,31.8798205,-106.5386861,6,481410102131
23271,El Paso,TX,LARAMIE RIVER AVE/RIVER PARK PL,31.87780399999999,-106.6175953,6,481410102191
23272,El Paso,TX,LARAMIE RIVER AVE/UPPER VALLEY RD,31.877812,-106.6106307,6,481410102191
23273,El Paso,TX,LARCHMONT DR/BRENTWOOD AVE,31.794018,-106.505576,6,481410015013
23274,El Paso,TX,LARCHMONT DR/WAYMORE DR,31.792755,-106.503934,6,481410015013
23275,El Paso,TX,LAREDO AVE/S BOONE ST,31.7631552,-106.4439912,6,481410029002
23276,El Paso,TX,LAREDO AVE/S MARTINEZ ST,31.7631566,-106.4450134,6,481410029002
23277,El Paso,TX,LARIAT ST/COROZAL DR,31.751631,-106.351658,6,481410042011
23278,El Paso,TX,LARIAT ST/CORRAL DR,31.754649,-106.351705,6,481410042021
23278,El Paso,TX,LARIAT ST/CORRAL DR,31.754649,-106.351705,6,481410041051
23278,El Paso,TX,LARIAT ST/CORRAL DR,31.754649,-106.351705,6,481410042011
23279,El Paso,TX,LARIAT ST/MAVERICK AVE,31.75231299999999,-106.351669,6,481410042011
23280,El Paso,TX,LARIAT ST/PARRAL DR,31.749514,-106.35165,6,481410042011
23281,El Paso,TX,LARIAT ST/PHOENIX DR,31.753692,-106.351681,6,481410042011
23282,El Paso,TX,LARRY HINSON PL/LARRY ZIEGLER ST,31.76638,-106.309105,6,481410043071
23283,El Paso,TX,LARRY HINSON PL/TRAWOOD DR,31.7646525,-106.3090989,6,481410043071
23284,El Paso,TX,LARRY MAHAN DR/GATEWAY WEST BLVD,31.7666801,-106.3674248,6,481410034045
23285,El Paso,TX,LARRY MAHAN DR/SADDLE BRONC DR,31.7684206,-106.3659359,6,481410034045
23286,El Paso,TX,LARRY MAHAN DR/VISCOUNT BLVD EB,31.76808,-106.366839,9,481410034045
23287,El Paso,TX,LARRY WADKINS DR/VISTA DEL SOL DR,31.75419,-106.314872,6,481410043073
23288,El Paso,TX,LARRY WOOD PL/BYWOOD DR,31.781075,-106.319534,6,481410103161
23289,El Paso,TX,LARRY WOOD PL/PEBBLE HILLS BLVD EB,0.0,0.0,0,
23290,El Paso,TX,LARRY ZIEGLER ST/DALE DOUGLAS DR,31.766397,-106.308174,6,481410043072
23291,El Paso,TX,LARRY ZIEGLER ST/LARRY HINSON PL,31.76638,-106.309105,6,481410043071
23292,El Paso,TX,LAS GRANJAS DR/MONTOYA DR,31.8615719,-106.5969426,6,481410102193
23293,El Paso,TX,LAS HADAS LN/DAVID GARCIA RD,31.68543,-106.318263,6,481410039022
23294,El Paso,TX,LAS VEGAS DR/LA CRUZ DR,31.789214,-106.499775,6,481410015013
23295,El Paso,TX,LASSO CIR/NEW HAVEN DR,31.713514,-106.3351976,6,481410041044
23296,El Paso,TX,LASSO CIR/ST MARYS DR,31.7149575,-106.3360118,6,481410041044
23297,El Paso,TX,LASSO CIR/VAN HASELEN CT,31.713481,-106.3343742,6,481410041044
23298,El Paso,TX,LASSO ROCK DR/GIL REYES DR,31.7798233,-106.2331829,6,481410103411
23299,El Paso,TX,LASSO ROCK DR/GRANITE ROCK PL,31.7794149,-106.2256316,6,481410103411
23300,El Paso,TX,LASSO ROCK DR/HACINDA ROCK DR,31.7792892,-106.2287441,6,481410103411
23301,El Paso,TX,LASSO ROCK DR/PARTISAN ROCK LN,31.778671,-106.2322079,6,481410103411
23302,El Paso,TX,LASSO ROCK DR/STONE ROCK ST,31.779402,-106.2275466,6,481410103411
23303,El Paso,TX,LATTA ST/ALAMEDA AVE EB,31.6835699,-106.3150425,9,481410040024
23304,El Paso,TX,LAURA LN/RENE DR,31.8093566,-106.2038723,6,481410103411
23305,El Paso,TX,LAURA MARIE DR/LEE BLVD,31.768922,-106.290777,6,481410103262
23306,El Paso,TX,LAURA MARIE DR/POINTE EAST LN,31.769096,-106.289449,6,481410103262
23307,El Paso,TX,LAURA MARIE DR/VANESSA LEIGH DR,31.768272,-106.292953,6,481410103263
23308,El Paso,TX,LAURA WAY/MAUER DR,31.7341185,-106.3477968,6,481410041053
23309,El Paso,TX,LAUREL ST/ARIZONA AVE,31.776718,-106.475247,6,481410022012
23310,El Paso,TX,LAUREL ST/CURIE DR,31.779682,-106.476787,6,481410022011
23311,El Paso,TX,LAUREL ST/E MISSOURI AVE,31.7731197,-106.4720736,6,481410023006
23312,El Paso,TX,LAUREL ST/E NEVADA AVE,31.777445,-106.475886,6,481410022011
23313,El Paso,TX,LAUREL ST/E RIO GRANDE AVE,31.77599369999999,-106.4745998,6,481410022012
23314,El Paso,TX,LAUREL ST/E WYOMING AVE,31.7738129,-106.4727075,6,481410023006
23315,El Paso,TX,LAUREL ST/E YANDELL DR,31.7745639,-106.4733226,6,481410023006
23316,El Paso,TX,LAUREL ST/GRANDVIEW AVE,31.777822,-106.476184,6,481410022011
23317,El Paso,TX,LAUREL ST/MAGOFFIN AVE,31.768022,-106.467592,6,481410021003
23318,El Paso,TX,LAUREL ST/MONTANA AVE,31.7752793,-106.4739671,6,481410022012
23319,El Paso,TX,LAUREL ST/N COTTON ST,31.7747236,-106.4734715,6,481410022012
23320,El Paso,TX,LAUREL ST/OLIVE AVE,31.7673093,-106.4669369,6,481410021003
23321,El Paso,TX,LAUREL ST/TEXAS AVE,31.7702232,-106.4694814,6,481410021003
23322,El Paso,TX,LAVERN AVE/GULF DR,31.7421799,-106.3938778,6,481410037014
23323,El Paso,TX,LAVERN AVE/SPRINGFIELD DR,31.7433479,-106.3959093,6,481410037014
23324,El Paso,TX,LAWNDALE DR/IRONDALE DR,31.8315916,-106.5146037,6,481410011102
23325,El Paso,TX,LAWNDALE DR/N MESA HILLS DR,31.8300894,-106.5082301,6,481410011111
23326,El Paso,TX,LAWNDALE DR/SUNDALE RD,31.8334676,-106.5179231,6,481410011103
23327,El Paso,TX,LAWRENCE AVE/DYER ST NB,0.0,0.0,0,
23328,El Paso,TX,LAWRENCE AVE/DYER ST SB,0.0,0.0,0,
23329,El Paso,TX,LAWRENCE AVE/GATEWAY NORTH BLVD,31.858943,-106.439808,6,481410004042
23330,El Paso,TX,LAWRENCE AVE/LAWSON ST,31.858977,-106.4376836,6,481410004042
23331,El Paso,TX,LAWRENCE AVE/ROBERTS DR,31.858988,-106.436566,6,481410004042
23332,El Paso,TX,LAWRENCE ROBEY PL/GREG ALLEN AVE,31.7670266,-106.2305361,6,481410103411
23333,El Paso,TX,LAWRENCE/NOLAN,31.7799146,-106.4787794,9,481410022011
23334,El Paso,TX,LAWSON ST/ARLEN AVE,31.862641,-106.437793,6,481410004042
23335,El Paso,TX,LAWSON ST/LAWRENCE AVE,31.858977,-106.4376836,6,481410004042
23336,El Paso,TX,LAWSON ST/MAIN ST,31.58963349999999,-106.228801,6,481410104042
23337,El Paso,TX,LAWSON ST/MAXWELL AVE,31.8673325,-106.43791,6,481410004041
23338,El Paso,TX,LAWSON ST/MOONLIGHT AVE,31.8645179,-106.437843,6,481410004041
23339,El Paso,TX,LAWSON ST/SUNRISE AVE,31.8607582,-106.4377445,6,481410004042
23340,El Paso,TX,LAWSON/SUN VALLEY,31.8645179,-106.437843,6,481410004041
23341,El Paso,TX,LAWTON DR/MUNDY DR,31.7619866,-106.5011399,6,481410016004
23342,El Paso,TX,LAWTON DR/PROSPECT ST,31.764123,-106.501101,6,481410016005
23343,El Paso,TX,LAWTON DR/UPSON DR,31.7631298,-106.5011147,6,481410016004
23344,El Paso,TX,LAWTON DR/W MAIN DR,31.759722,-106.5011653,6,481410016004
23345,El Paso,TX,LAWTON DR/W MISSOURI AVE,31.7606531,-106.5011488,6,481410016004
23346,El Paso,TX,LAWTON DR/W RIVER AVE,31.7656727,-106.5011773,6,481410016005
23347,El Paso,TX,LAWTON DR/W SCHUSTER AVE,31.766446,-106.5018022,6,481410016005
23348,El Paso,TX,LAWTON DR/W YANDELL DR,31.7636935,-106.5011189,6,481410016005
23349,El Paso,TX,LAZARUS CT/ISAAC DR,31.664533,-106.305555,6,481410040021
23350,El Paso,TX,LAZEAR ST/FRED WILSON AVE EB,31.8267971,-106.4272106,9,481410101012
23351,El Paso,TX,LAZY LN/MURCHISON DR,31.780095,-106.483135,6,481410022011
23352,El Paso,TX,LAZY WILLOW DR/MEADOW WILLOW DR,31.8197575,-106.5832114,6,481410013024
23353,El Paso,TX,LAZY WILLOW DR/ROSINANTE RD,31.8219506,-106.5846245,6,481410013024
23354,El Paso,TX,LAZY WILLOW DR/W SUNSET DR,31.8300235,-106.5853874,6,481410013024
23355,El Paso,TX,LAZY WILLOW DR/W SUNSET RD,31.8300235,-106.5853874,6,481410013024
23356,El Paso,TX,LAZY WILLOW DR/WILLOW GLEN DR,31.8270092,-106.5844296,6,481410013024
23357,El Paso,TX,LAZY WILLOW/WILLOW GLEN,31.8270092,-106.5844296,6,481410013024
23358,El Paso,TX,LE BARRON RD/AGUA PRIETA DR,31.700715,-106.3057111,6,481410040033
23359,El Paso,TX,LE BARRON RD/BETEL DR,31.701806,-106.30314,6,481410040032
23360,El Paso,TX,LE BARRON RD/MONTMARTRE DR,31.6992643,-106.3079861,6,481410040042
23361,El Paso,TX,LE BARRON RD/MORELIA RD,31.69989219999999,-106.3069859,6,481410040033
23362,El Paso,TX,LE BARRON RD/NORTH LOOP DR EB,31.695915,-106.3008071,9,481410040032
23363,El Paso,TX,LE BARRON RD/NORTH LOOP DR WB,31.695915,-106.3008071,9,481410040032
23364,El Paso,TX,LE BARRON RD/PALMA SOLA DR,31.7004834,-106.3060664,6,481410040033
23365,El Paso,TX,LE BARRON RD/SORBONNE DR,31.6980704,-106.3098624,6,481410040042
23366,El Paso,TX,LE BARRON RD/YUCATAN LN,31.7011654,-106.3046917,6,481410040033
23367,El Paso,TX,LE CONTE DR/BARTLETT DR,31.8439905,-106.5672462,6,481410012021
23368,El Paso,TX,LE CONTE DR/FLEMISH CIR,31.845332,-106.5692499,6,481410012021
23369,El Paso,TX,LE CONTE DR/MISSION VIEJO DR,31.8483926,-106.5599124,6,481410011123
23370,El Paso,TX,LE SABRE LN/BURGUNDY DR,31.6980248,-106.3004314,6,481410040032
23371,El Paso,TX,LE SABRE LN/CALAIS LN,31.696405,-106.297862,6,481410040032
23372,El Paso,TX,LEAD TREE PL/BETEL DR,31.7054379,-106.3065361,6,481410040033
23373,El Paso,TX,LEAFY POINT PL/HIGH ROCK DR,31.771472,-106.2244666,6,481410103411
23374,El Paso,TX,LEAFY POINT PL/MAPLE LEAVES CT,31.7706661,-106.2244595,6,481410103411
23375,El Paso,TX,LEAVELL AVE/BYRON ST,31.8329417,-106.4527758,6,481410006003
23376,El Paso,TX,LEAVELL AVE/DYER ST,31.833071,-106.445195,6,481410006002
23377,El Paso,TX,LEAVELL AVE/GRACE ST,31.833125,-106.442168,6,481410006002
23378,El Paso,TX,LEAVELL AVE/LACKLAND ST,31.833017,-106.44821,6,481410006003
23379,El Paso,TX,LEAVELL AVE/PARTELLO ST,31.833044,-106.446706,6,481410006003
23380,El Paso,TX,LEAVELL AVE/POLLARD ST,31.833087,-106.443677,6,481410006002
23381,El Paso,TX,LEAVELL AVE/RUSSELL ST,31.832958,-106.451279,6,481410006003
23382,El Paso,TX,LEAVELL AVE/ST CHARLES ST,31.833152,-106.440654,6,481410006002
23383,El Paso,TX,LEBANON AVE/ALABAMA ST,31.7941,-106.465946,6,481410023001
23384,El Paso,TX,LEBANON AVE/BYRON ST,31.793964,-106.4523528,6,481410024001
23385,El Paso,TX,LEBANON AVE/ELM ST,31.794083,-106.462917,6,481410023001
23386,El Paso,TX,LEBANON AVE/KENTUCKY ST,31.794103,-106.467458,6,481410023001
23387,El Paso,TX,LEBANON AVE/LOUISIANA ST,31.7940864,-106.4644993,6,481410023001
23388,El Paso,TX,LEBANON AVE/MYLES ST,31.7939837,-106.45688,6,481410024004
23389,El Paso,TX,LEBANON AVE/N COPIA ST,31.79396899999999,-106.453998,6,481410024004
23390,El Paso,TX,LEBANON AVE/N PIEDRAS ST,31.793988,-106.4614144,6,481410024004
23391,El Paso,TX,LEBANON AVE/N RAYNOR ST,31.793988,-106.4599097,6,481410024004
23392,El Paso,TX,LEBANON AVE/N SAN MARCIAL ST,31.793982,-106.4583803,6,481410024004
23393,El Paso,TX,LEBANON AVE/RUSSELL ST,31.79396,-106.4508354,6,481410024001
23394,El Paso,TX,LEE BLVD/ARDELLE AVE,31.788182,-106.2937318,6,481410103231
23395,El Paso,TX,LEE BLVD/BINGHAM CT,31.777516,-106.293563,6,481410103272
23396,El Paso,TX,LEE BLVD/BOBBY FULLER DR,31.769687,-106.290779,6,481410103262
23397,El Paso,TX,LEE BLVD/CONFEDERATE DR,31.7942523,-106.2937942,6,481410103221
23398,El Paso,TX,LEE BLVD/EDGEMERE BLVD EB,0.0,0.0,0,
23399,El Paso,TX,LEE BLVD/EDGEMERE BLVD WB,31.791217,-106.2980119,9,481410103231
23400,El Paso,TX,LEE BLVD/EDWARD JAMES AVE,31.7890608,-106.293748,6,481410103231
23401,El Paso,TX,LEE BLVD/ESPER DR,31.8001637,-106.2938529,6,481410103221
23402,El Paso,TX,LEE BLVD/GARIBAY CT,31.778426,-106.293576,6,481410103271
23403,El Paso,TX,LEE BLVD/GUS MORAN ST,31.7712679,-106.290778,6,481410103262
23404,El Paso,TX,LEE BLVD/JOE WATSON CT,31.781233,-106.293609,6,481410103271
23405,El Paso,TX,LEE BLVD/JULIETTE LOW DR,31.774965,-106.292874,6,481410103262
23406,El Paso,TX,LEE BLVD/KRISTY WEAVER DR,31.779337,-106.293585,6,481410103271
23407,El Paso,TX,LEE BLVD/LAKE ERIE DR,31.77200599999999,-106.2907957,6,481410103262
23408,El Paso,TX,LEE BLVD/LAKE HURON DR,31.7742577,-106.2921897,6,481410103262
23409,El Paso,TX,LEE BLVD/LAKE SUPERIOR LN,31.778099,-106.293573,6,481410103271
23410,El Paso,TX,LEE BLVD/LAURA MARIE DR,31.768922,-106.290777,6,481410103262
23411,El Paso,TX,LEE BLVD/LINDENWOOD AVE,31.7872898,-106.2937272,6,481410103231
23412,El Paso,TX,LEE BLVD/LYLE LN,31.77317609999999,-106.2912062,6,481410103262
23413,El Paso,TX,LEE BLVD/MENLO AVE,31.7855068,-106.2937073,6,481410103231
23414,El Paso,TX,LEE BLVD/MONTANA AVE EB,31.7825081,-106.4622267,9,481410026005
23415,El Paso,TX,LEE BLVD/MONTANA AVE WB,31.7834002,-106.4304247,9,481410033005
23416,El Paso,TX,LEE BLVD/MONTWOOD,31.76734699999999,-106.290779,6,481410043193
23417,El Paso,TX,LEE BLVD/MONTWOOD DR EB,0.0,0.0,0,
23418,El Paso,TX,LEE BLVD/MONTWOOD DR WB,0.0,0.0,0,
23419,El Paso,TX,LEE BLVD/NANCY MCDONALD DR,31.7737386,-106.2916795,6,481410103262
23420,El Paso,TX,LEE BLVD/NAPOLSKE CT,31.78049,-106.293598,6,481410103271
23421,El Paso,TX,LEE BLVD/OCEAN PARK ST,31.778864,-106.293579,6,481410103271
23422,El Paso,TX,LEE BLVD/PATRICIA AVE,31.78461279999999,-106.2936974,6,481410103231
23423,El Paso,TX,LEE BLVD/PEBBLE HILLS BLVD EB,31.7820766,-106.2946934,9,481410103271
23424,El Paso,TX,LEE BLVD/PEBBLE HILLS BLVD WB,31.7820766,-106.2946934,9,481410103271
23425,El Paso,TX,LEE BLVD/PRATT AVE,31.7837313,-106.2936904,6,481410103231
23426,El Paso,TX,LEE BLVD/REBEL CT,31.7956643,-106.2938114,6,481410103221
23427,El Paso,TX,LEE BLVD/ROBERT WYNN ST,31.777034,-106.293559,6,481410103263
23428,El Paso,TX,LEE BLVD/SPENCER DR,31.78086399999999,-106.293601,6,481410103271
23429,El Paso,TX,LEE BLVD/STOCKMEYER DR,31.780105,-106.293592,6,481410103272
23430,El Paso,TX,LEE BLVD/TOWN LAKE LN,31.772856,-106.291028,6,481410103262
23431,El Paso,TX,LEE BLVD/TURNER RD,31.798103,-106.2938341,6,481410103221
23432,El Paso,TX,LEE EL/MONTW,31.7744036,-106.4870761,9,481410022021
23433,El Paso,TX,LEE ELDER DR/ANISE DR,31.7731273,-106.3132954,6,481410103163
23434,El Paso,TX,LEE ELDER DR/ART WALL DR,31.772327,-106.313281,6,481410103163
23435,El Paso,TX,LEE ELDER DR/BOB STONE DR,31.77154,-106.313274,6,481410103163
23436,El Paso,TX,LEE ELDER DR/JOHNNY MILLER DR,31.774727,-106.313308,6,481410103163
